
SetupTitle, MOSFET MEAS2
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOSFET MEAS2
Dimension1, 101, 101
Dimension2, 3, 3
DataName, V2, I3
DataValue, 0, 1.34847E-09
DataValue, 0.05, 1.34804E-09
DataValue, 0.1, 1.34938E-09
DataValue, 0.15, 1.35127E-09
DataValue, 0.2, 1.35375E-09
DataValue, 0.25, 1.3578E-09
DataValue, 0.3, 1.36234E-09
DataValue, 0.35000000000000003, 1.36816E-09
DataValue, 0.4, 1.37475E-09
DataValue, 0.45, 1.3817E-09
DataValue, 0.5, 1.38969E-09
DataValue, 0.55, 1.3974E-09
DataValue, 0.6, 1.40592E-09
DataValue, 0.65, 1.4147E-09
DataValue, 0.70000000000000007, 1.42345E-09
DataValue, 0.75, 1.43178E-09
DataValue, 0.8, 1.43979E-09
DataValue, 0.85000000000000009, 1.44719E-09
DataValue, 0.9, 1.45502E-09
DataValue, 0.95000000000000007, 1.46217E-09
DataValue, 1, 1.46946E-09
DataValue, 1.05, 1.47687E-09
DataValue, 1.1, 1.48324E-09
DataValue, 1.1500000000000001, 1.48946E-09
DataValue, 1.2, 1.49561E-09
DataValue, 1.25, 1.50125E-09
DataValue, 1.3, 1.50747E-09
DataValue, 1.35, 1.51085E-09
DataValue, 1.4000000000000001, 1.51698E-09
DataValue, 1.4500000000000002, 1.52177E-09
DataValue, 1.5, 1.52592E-09
DataValue, 1.55, 1.52993E-09
DataValue, 1.6, 1.53437E-09
DataValue, 1.6500000000000001, 1.5389E-09
DataValue, 1.7000000000000002, 1.54407E-09
DataValue, 1.75, 1.5489E-09
DataValue, 1.8, 1.5554E-09
DataValue, 1.85, 1.56457E-09
DataValue, 1.9000000000000001, 1.57114E-09
DataValue, 1.9500000000000002, 1.58173E-09
DataValue, 2, 1.59154E-09
DataValue, 2.05, 1.60408E-09
DataValue, 2.1, 1.62394E-09
DataValue, 2.15, 1.64662E-09
DataValue, 2.2, 1.67168E-09
DataValue, 2.25, 1.71758E-09
DataValue, 2.3000000000000003, 1.76962E-09
DataValue, 2.35, 1.83711E-09
DataValue, 2.4, 1.92783E-09
DataValue, 2.45, 2.04512E-09
DataValue, 2.5, 2.18627E-09
DataValue, 2.5500000000000003, 2.40149E-09
DataValue, 2.6, 2.61632E-09
DataValue, 2.65, 2.98122E-09
DataValue, 2.7, 3.34199E-09
DataValue, 2.75, 3.75634E-09
DataValue, 2.8000000000000003, 4.23722E-09
DataValue, 2.85, 4.86927E-09
DataValue, 2.9, 5.39986E-09
DataValue, 2.95, 6.09644E-09
DataValue, 3, 6.79092E-09
DataValue, 3.0500000000000003, 7.55384E-09
DataValue, 3.1, 8.28849E-09
DataValue, 3.15, 9.13096E-09
DataValue, 3.2, 9.97605E-09
DataValue, 3.25, 1.084311E-08
DataValue, 3.3000000000000003, 1.149258E-08
DataValue, 3.35, 1.4771099999999999E-08
DataValue, 3.4, 1.55006E-08
DataValue, 3.45, 1.6408799999999997E-08
DataValue, 3.5, 1.7392599999999997E-08
DataValue, 3.5500000000000003, 1.84378E-08
DataValue, 3.6, 1.9549299999999998E-08
DataValue, 3.65, 2.09188E-08
DataValue, 3.7, 2.2423299999999998E-08
DataValue, 3.75, 2.4074799999999998E-08
DataValue, 3.8000000000000003, 2.5773199999999996E-08
DataValue, 3.85, 2.7710099999999997E-08
DataValue, 3.9, 2.9769999999999998E-08
DataValue, 3.95, 3.1862099999999997E-08
DataValue, 4, 3.38666E-08
DataValue, 4.05, 3.59334E-08
DataValue, 4.1, 3.8067499999999993E-08
DataValue, 4.15, 4.02156E-08
DataValue, 4.2, 4.2577699999999996E-08
DataValue, 4.25, 4.4998199999999995E-08
DataValue, 4.3, 4.7396699999999995E-08
DataValue, 4.3500000000000005, 4.9902499999999993E-08
DataValue, 4.4, 5.2341299999999995E-08
DataValue, 4.45, 5.4691199999999994E-08
DataValue, 4.5, 5.7006199999999992E-08
DataValue, 4.55, 5.9453599999999996E-08
DataValue, 4.6000000000000005, 6.1846899999999992E-08
DataValue, 4.65, 6.43112E-08
DataValue, 4.7, 6.6778499999999991E-08
DataValue, 4.75, 6.9269399999999992E-08
DataValue, 4.8, 7.1758099999999992E-08
DataValue, 4.8500000000000005, 7.4371599999999991E-08
DataValue, 4.9, 7.6962E-08
DataValue, 4.95, 7.954819999999999E-08
DataValue, 5, 8.21525E-08
DataValue, 0, 1.88211E-09
DataValue, 0.05, 1.87722E-09
DataValue, 0.1, 1.85563E-09
DataValue, 0.15, 1.8298E-09
DataValue, 0.2, 1.81789E-09
DataValue, 0.25, 1.81526E-09
DataValue, 0.3, 1.8164E-09
DataValue, 0.35000000000000003, 1.81571E-09
DataValue, 0.4, 1.81958E-09
DataValue, 0.45, 1.82407E-09
DataValue, 0.5, 1.82809E-09
DataValue, 0.55, 1.83374E-09
DataValue, 0.6, 1.83909E-09
DataValue, 0.65, 1.84475E-09
DataValue, 0.70000000000000007, 1.84933E-09
DataValue, 0.75, 1.85476E-09
DataValue, 0.8, 1.85843E-09
DataValue, 0.85000000000000009, 1.86496E-09
DataValue, 0.9, 1.87044E-09
DataValue, 0.95000000000000007, 1.87545E-09
DataValue, 1, 1.87999E-09
DataValue, 1.05, 1.88567E-09
DataValue, 1.1, 1.89176E-09
DataValue, 1.1500000000000001, 1.89712E-09
DataValue, 1.2, 1.90356E-09
DataValue, 1.25, 1.9091E-09
DataValue, 1.3, 1.91322E-09
DataValue, 1.35, 1.91591E-09
DataValue, 1.4000000000000001, 1.92427E-09
DataValue, 1.4500000000000002, 1.93041E-09
DataValue, 1.5, 1.93628E-09
DataValue, 1.55, 1.94432E-09
DataValue, 1.6, 1.95189E-09
DataValue, 1.6500000000000001, 1.96028E-09
DataValue, 1.7000000000000002, 1.96127E-09
DataValue, 1.75, 1.96688E-09
DataValue, 1.8, 1.9751E-09
DataValue, 1.85, 1.98401E-09
DataValue, 1.9000000000000001, 1.99101E-09
DataValue, 1.9500000000000002, 2.00124E-09
DataValue, 2, 2.01056E-09
DataValue, 2.05, 2.01908E-09
DataValue, 2.1, 2.03151E-09
DataValue, 2.15, 2.04041E-09
DataValue, 2.2, 2.0552E-09
DataValue, 2.25, 2.06177E-09
DataValue, 2.3000000000000003, 2.07414E-09
DataValue, 2.35, 2.08835E-09
DataValue, 2.4, 2.09486E-09
DataValue, 2.45, 2.10493E-09
DataValue, 2.5, 2.11606E-09
DataValue, 2.5500000000000003, 2.12966E-09
DataValue, 2.6, 2.13876E-09
DataValue, 2.65, 2.15005E-09
DataValue, 2.7, 2.16346E-09
DataValue, 2.75, 2.17121E-09
DataValue, 2.8000000000000003, 2.18183E-09
DataValue, 2.85, 2.19344E-09
DataValue, 2.9, 2.19972E-09
DataValue, 2.95, 2.20311E-09
DataValue, 3, 2.21386E-09
DataValue, 3.0500000000000003, 2.2215E-09
DataValue, 3.1, 2.23286E-09
DataValue, 3.15, 2.23896E-09
DataValue, 3.2, 2.24783E-09
DataValue, 3.25, 2.25557E-09
DataValue, 3.3000000000000003, 2.26802E-09
DataValue, 3.35, 2.27856E-09
DataValue, 3.4, 2.29502E-09
DataValue, 3.45, 2.3159E-09
DataValue, 3.5, 2.34966E-09
DataValue, 3.5500000000000003, 2.39008E-09
DataValue, 3.6, 2.44239E-09
DataValue, 3.65, 2.52416E-09
DataValue, 3.7, 2.64554E-09
DataValue, 3.75, 2.81775E-09
DataValue, 3.8000000000000003, 3.02112E-09
DataValue, 3.85, 3.27321E-09
DataValue, 3.9, 3.59203E-09
DataValue, 3.95, 4.00276E-09
DataValue, 4, 4.42475E-09
DataValue, 4.05, 4.94715E-09
DataValue, 4.1, 5.53087E-09
DataValue, 4.15, 6.07899E-09
DataValue, 4.2, 6.77712E-09
DataValue, 4.25, 7.44642E-09
DataValue, 4.3, 8.12615E-09
DataValue, 4.3500000000000005, 8.88391E-09
DataValue, 4.4, 9.64072E-09
DataValue, 4.45, 1.036825E-08
DataValue, 4.5, 1.113396E-08
DataValue, 4.55, 1.2277799999999998E-08
DataValue, 4.6000000000000005, 1.3011499999999999E-08
DataValue, 4.65, 1.3747299999999999E-08
DataValue, 4.7, 1.45224E-08
DataValue, 4.75, 1.5289399999999997E-08
DataValue, 4.8, 1.60707E-08
DataValue, 4.8500000000000005, 1.68652E-08
DataValue, 4.9, 1.7637499999999998E-08
DataValue, 4.95, 1.8423399999999997E-08
DataValue, 5, 1.9178899999999997E-08
DataValue, 0, 2.12637E-09
DataValue, 0.05, 2.12621E-09
DataValue, 0.1, 2.12818E-09
DataValue, 0.15, 2.13056E-09
DataValue, 0.2, 2.13447E-09
DataValue, 0.25, 2.1391E-09
DataValue, 0.3, 2.14219E-09
DataValue, 0.35000000000000003, 2.14707E-09
DataValue, 0.4, 2.15401E-09
DataValue, 0.45, 2.16004E-09
DataValue, 0.5, 2.1691E-09
DataValue, 0.55, 2.17618E-09
DataValue, 0.6, 2.18428E-09
DataValue, 0.65, 2.19254E-09
DataValue, 0.70000000000000007, 2.20091E-09
DataValue, 0.75, 2.20702E-09
DataValue, 0.8, 2.21504E-09
DataValue, 0.85000000000000009, 2.21897E-09
DataValue, 0.9, 2.2258E-09
DataValue, 0.95000000000000007, 2.23256E-09
DataValue, 1, 2.23879E-09
DataValue, 1.05, 2.24526E-09
DataValue, 1.1, 2.25429E-09
DataValue, 1.1500000000000001, 2.26084E-09
DataValue, 1.2, 2.26914E-09
DataValue, 1.25, 2.27464E-09
DataValue, 1.3, 2.27917E-09
DataValue, 1.35, 2.28687E-09
DataValue, 1.4000000000000001, 2.29308E-09
DataValue, 1.4500000000000002, 2.29773E-09
DataValue, 1.5, 2.30335E-09
DataValue, 1.55, 2.30879E-09
DataValue, 1.6, 2.31169E-09
DataValue, 1.6500000000000001, 2.31458E-09
DataValue, 1.7000000000000002, 2.31523E-09
DataValue, 1.75, 2.31571E-09
DataValue, 1.8, 2.31792E-09
DataValue, 1.85, 2.31747E-09
DataValue, 1.9000000000000001, 2.31422E-09
DataValue, 1.9500000000000002, 2.31555E-09
DataValue, 2, 2.31718E-09
DataValue, 2.05, 2.31608E-09
DataValue, 2.1, 2.31654E-09
DataValue, 2.15, 2.31844E-09
DataValue, 2.2, 2.31579E-09
DataValue, 2.25, 2.31206E-09
DataValue, 2.3000000000000003, 2.30972E-09
DataValue, 2.35, 2.31285E-09
DataValue, 2.4, 2.31371E-09
DataValue, 2.45, 2.30804E-09
DataValue, 2.5, 2.31074E-09
DataValue, 2.5500000000000003, 2.31298E-09
DataValue, 2.6, 2.31133E-09
DataValue, 2.65, 2.3143E-09
DataValue, 2.7, 2.31774E-09
DataValue, 2.75, 2.31477E-09
DataValue, 2.8000000000000003, 2.31488E-09
DataValue, 2.85, 2.32062E-09
DataValue, 2.9, 2.32254E-09
DataValue, 2.95, 2.3289E-09
DataValue, 3, 2.33038E-09
DataValue, 3.0500000000000003, 2.3264E-09
DataValue, 3.1, 2.33305E-09
DataValue, 3.15, 2.33619E-09
DataValue, 3.2, 2.34327E-09
DataValue, 3.25, 2.34958E-09
DataValue, 3.3000000000000003, 2.3517E-09
DataValue, 3.35, 2.35265E-09
DataValue, 3.4, 2.35931E-09
DataValue, 3.45, 2.36175E-09
DataValue, 3.5, 2.3659E-09
DataValue, 3.5500000000000003, 2.37384E-09
DataValue, 3.6, 2.37756E-09
DataValue, 3.65, 2.3821E-09
DataValue, 3.7, 2.38816E-09
DataValue, 3.75, 2.39885E-09
DataValue, 3.8000000000000003, 2.39883E-09
DataValue, 3.85, 2.40495E-09
DataValue, 3.9, 2.41217E-09
DataValue, 3.95, 2.41493E-09
DataValue, 4, 2.42406E-09
DataValue, 4.05, 2.43316E-09
DataValue, 4.1, 2.43584E-09
DataValue, 4.15, 2.45376E-09
DataValue, 4.2, 2.45435E-09
DataValue, 4.25, 2.46419E-09
DataValue, 4.3, 2.47434E-09
DataValue, 4.3500000000000005, 2.48026E-09
DataValue, 4.4, 2.48832E-09
DataValue, 4.45, 2.50327E-09
DataValue, 4.5, 2.51111E-09
DataValue, 4.55, 2.52656E-09
DataValue, 4.6000000000000005, 2.52932E-09
DataValue, 4.65, 2.54498E-09
DataValue, 4.7, 2.54722E-09
DataValue, 4.75, 2.56022E-09
DataValue, 4.8, 2.575E-09
DataValue, 4.8500000000000005, 2.59997E-09
DataValue, 4.9, 2.6352E-09
DataValue, 4.95, 2.6757E-09
DataValue, 5, 2.72752E-09
